id	filename	md5	size	state
c84958db-e7a3-4cd5-9b5e-a5435a86021d	9dd14de1-13c3-4586-8aad-1f3b0cb63de7.rna_seq.augmented_star_gene_counts.tsv	7f916f7a0449a0bccdfd6dc482a365ca	4226020	released
9054231e-9b1f-4ee4-b22c-1e9dbfdcfc03	06ce7b93-1264-4219-8a2f-d8f0d295e45f.rna_seq.augmented_star_gene_counts.tsv	ecd25fbc7b6a91bbd0e56c2d5531487c	4250811	released
bdf5a2b7-f9cb-4668-9687-1db0541bdfe4	47750d31-987c-48bc-b5a2-4872eecb0ed0.rna_seq.augmented_star_gene_counts.tsv	f9d9bdb8257c6c88b6ba6d06d2210f0b	4229748	released
73aeda8d-ef07-4d3d-a0fc-643943dd046a	e97a2bf2-c5bd-4dbf-9940-450a8a99e9df.rna_seq.augmented_star_gene_counts.tsv	ca1a4d3862621d92c68488cce0894cad	4237805	released
90116c25-271c-4be2-b20f-295448e6e421	8b9d534c-0d48-4d88-bbb2-a866d7e73a55.rna_seq.augmented_star_gene_counts.tsv	157124ce0acbb47530d36623ed9dc665	4245371	released
b70b68a1-28c4-4ed3-a04c-b622e583f10b	d6cc88bd-b0ba-4606-955d-2dc32e6d2d97.rna_seq.augmented_star_gene_counts.tsv	1152d1a79e43c12d26987e05b97d4ac5	4240162	released
9c0043c4-b65a-42ca-9f02-fe1cef04beaf	17dfa221-f092-45ed-a2e4-5798ddfc0ce9.rna_seq.augmented_star_gene_counts.tsv	b979c1b0eb44ec08802a3ca2a12acf59	4244005	released
739fe30a-4fae-4f4d-a360-3ab300a4848a	52064107-3c37-45b1-aa6b-a14a98352f9d.rna_seq.augmented_star_gene_counts.tsv	471ddfc560463bfb4b70b40c18567a9f	4254739	released
8c884351-1c8b-47ff-8bef-1a4f25f645fb	d5a1a331-cd5b-448f-adf6-ea393565ef26.rna_seq.augmented_star_gene_counts.tsv	07f413d24f4481f0b52b25bb6bbdf739	4239226	released
0a7421d4-5722-427a-9643-da1074e5c25c	83f93d3f-d038-4773-a671-0f218f53821c.rna_seq.augmented_star_gene_counts.tsv	ded910118e9a4b6fdbcbb4c044b91df9	4242686	released
248ac510-a5af-4608-9cdc-5c8673633b82	d23ff3bc-5524-4dca-b0f4-a1561a30566c.rna_seq.augmented_star_gene_counts.tsv	2487dc1a9a8b96ed72817a7fba2dac8e	4234609	released
1c3a771f-43db-4b45-93f8-f8e6d2ab6847	420197bd-db07-4df9-8f72-3d7d509ae1d0.rna_seq.augmented_star_gene_counts.tsv	3c972d2c147f01246564e56401d4d391	4246276	released
38854c85-fc09-4a51-93a7-257762517583	c058aa43-349b-4f45-8217-6b193bf7c610.rna_seq.augmented_star_gene_counts.tsv	cc99fe14ee5020192b1776c5b919b84d	4266598	released
891873c8-bb26-4215-9281-a79be2651f11	c9dffad1-99e8-40b8-8954-1e50b98a1a55.rna_seq.augmented_star_gene_counts.tsv	46a22b49c817567bad8be44a4d112ed1	4235835	released
7c89d4dc-cccb-4833-9731-be8affb76c89	9053485e-19f7-4d2b-b4b6-361d908cc708.rna_seq.augmented_star_gene_counts.tsv	2d1f8dd3cc136ba46b9c178a93086ac0	4249153	released
86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd	a622a28b-a3ac-495b-b696-2a11e0e0e2ad.rna_seq.augmented_star_gene_counts.tsv	d0a2c7f198b4fabe4dc838ea141863a8	4240504	released
1f224847-d745-4dc5-9338-4044413e8ec4	2db5e0aa-342e-4766-8725-c1d677fd52b2.rna_seq.augmented_star_gene_counts.tsv	a337b0d6fed67a60f56a14c56a480650	4252712	released
